"('OVERALL', 'REB')","('OVERALL', 'OREB')","('OVERALL', 'DREB')","('OVERALL', 'REB_CONTESTED')","('OVERALL', 'REB_UNCONTESTED')","('0 Contesting Rebounders', 'REB')","('0 Contesting Rebounders', 'OREB')","('0 Contesting Rebounders', 'DREB')","('0 Contesting Rebounders', 'REB_FREQ')","('1 Contesting Rebounder', 'REB')","('1 Contesting Rebounder', 'OREB')","('1 Contesting Rebounder', 'DREB')","('1 Contesting Rebounder', 'REB_FREQ')","('2+ Contesting Rebounders', 'REB')","('2+ Contesting Rebounders', 'OREB')","('2+ Contesting Rebounders', 'DREB')","('2+ Contesting Rebounders', 'REB_FREQ')","('0-3 Feet', 'REB')","('0-3 Feet', 'OREB')","('0-3 Feet', 'DREB')","('0-3 Feet', 'REB_FREQ')","('3-6 Feet', 'REB')","('3-6 Feet', 'OREB')","('3-6 Feet', 'DREB')","('3-6 Feet', 'REB_FREQ')",PLAYER_ID,SEASON,TEAM_ID,"('6-10 Feet', 'REB')","('6-10 Feet', 'OREB')","('6-10 Feet', 'DREB')","('6-10 Feet', 'REB_FREQ')","('10+ Feet', 'REB')","('10+ Feet', 'OREB')","('10+ Feet', 'DREB')","('10+ Feet', 'REB_FREQ')"
52,22,30,21,31,31.0,9.0,22.0,0.596,20.0,12.0,8.0,0.385,1.0,1.0,0.0,0.019,13.0,7.0,6.0,0.25,17.0,5.0,12.0,0.327,1627824,2018-19,1610612738,12.0,3.0,9.0,0.231,10.0,7.0,3.0,0.192
51,16,35,12,39,39.0,8.0,31.0,0.765,10.0,6.0,4.0,0.196,2.0,2.0,0.0,0.039,13.0,5.0,8.0,0.255,15.0,2.0,13.0,0.294,1627824,2017-18,1610612738,13.0,4.0,9.0,0.255,10.0,5.0,5.0,0.196
245,92,153,119,126,126.0,18.0,108.0,0.514,96.0,52.0,44.0,0.392,23.0,22.0,1.0,0.094,80.0,35.0,45.0,0.327,122.0,40.0,82.0,0.498,1641737,2024-25,1610612755,31.0,12.0,19.0,0.127,12.0,5.0,7.0,0.049
46,8,38,15,31,31.0,4.0,27.0,0.674,15.0,4.0,11.0,0.326,0.0,0.0,0.0,0.0,13.0,0.0,13.0,0.283,22.0,3.0,19.0,0.478,1642024,2024-25,1610612755,8.0,3.0,5.0,0.174,3.0,2.0,1.0,0.065
1,1,0,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1642024,2024-25,1610612760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,22,262,73,211,211.0,13.0,198.0,0.743,67.0,7.0,60.0,0.236,6.0,2.0,4.0,0.021,54.0,4.0,50.0,0.19,105.0,5.0,100.0,0.37,1626220,2018-19,1610612762,75.0,3.0,72.0,0.264,49.0,10.0,39.0,0.173
347,53,294,83,264,264.0,31.0,233.0,0.761,75.0,18.0,57.0,0.216,8.0,4.0,4.0,0.023,60.0,9.0,51.0,0.173,137.0,16.0,121.0,0.395,1626220,2024-25,1610612756,89.0,9.0,80.0,0.256,61.0,19.0,42.0,0.176
480,87,393,120,360,360.0,55.0,305.0,0.75,108.0,24.0,84.0,0.225,12.0,8.0,4.0,0.025,127.0,12.0,115.0,0.265,196.0,19.0,177.0,0.408,1626220,2020-21,1610612762,81.0,17.0,64.0,0.169,76.0,39.0,37.0,0.158
366,64,302,85,281,281.0,33.0,248.0,0.768,81.0,29.0,52.0,0.221,4.0,2.0,2.0,0.011,60.0,16.0,44.0,0.164,149.0,19.0,130.0,0.407,1626220,2021-22,1610612762,91.0,7.0,84.0,0.249,66.0,22.0,44.0,0.18
234,26,208,72,162,162.0,16.0,146.0,0.692,63.0,6.0,57.0,0.269,9.0,4.0,5.0,0.038,63.0,6.0,57.0,0.269,95.0,7.0,88.0,0.406,1626220,2017-18,1610612762,50.0,6.0,44.0,0.214,26.0,7.0,19.0,0.111
381,54,327,97,284,284.0,26.0,258.0,0.745,89.0,26.0,63.0,0.234,8.0,2.0,6.0,0.021,78.0,17.0,61.0,0.205,148.0,12.0,136.0,0.388,1626220,2022-23,1610612751,100.0,11.0,89.0,0.262,55.0,14.0,41.0,0.144
150,21,129,32,118,118.0,15.0,103.0,0.787,31.0,5.0,26.0,0.207,1.0,1.0,0.0,0.007,29.0,4.0,25.0,0.193,58.0,6.0,52.0,0.387,1626220,2023-24,1610612756,40.0,3.0,37.0,0.267,23.0,8.0,15.0,0.153
211,36,175,62,149,149.0,21.0,128.0,0.706,59.0,13.0,46.0,0.28,3.0,2.0,1.0,0.014,35.0,8.0,27.0,0.166,87.0,5.0,82.0,0.412,1626220,2023-24,1610612751,57.0,9.0,48.0,0.27,32.0,14.0,18.0,0.152
388,26,362,86,302,302.0,17.0,285.0,0.778,84.0,8.0,76.0,0.216,2.0,1.0,1.0,0.005,91.0,6.0,85.0,0.235,163.0,4.0,159.0,0.42,1626220,2019-20,1610612762,86.0,4.0,82.0,0.222,47.0,12.0,35.0,0.121
264,90,174,86,178,178.0,40.0,138.0,0.674,70.0,37.0,33.0,0.265,16.0,13.0,3.0,0.061,44.0,11.0,33.0,0.167,96.0,30.0,66.0,0.364,1642346,2024-25,1610612756,73.0,26.0,47.0,0.277,51.0,23.0,28.0,0.193
264,39,225,42,222,222.0,22.0,200.0,0.841,38.0,15.0,23.0,0.144,4.0,2.0,2.0,0.015,22.0,3.0,19.0,0.083,69.0,9.0,60.0,0.261,1626164,2018-19,1610612756,83.0,5.0,78.0,0.314,90.0,22.0,68.0,0.341
305,77,228,79,226,226.0,48.0,178.0,0.741,72.0,24.0,48.0,0.236,7.0,5.0,2.0,0.023,33.0,12.0,21.0,0.108,66.0,11.0,55.0,0.216,1626164,2024-25,1610612756,84.0,15.0,69.0,0.275,122.0,39.0,83.0,0.4
247,44,203,50,197,197.0,27.0,170.0,0.798,47.0,14.0,33.0,0.19,3.0,3.0,0.0,0.012,23.0,8.0,15.0,0.093,57.0,10.0,47.0,0.231,1626164,2016-17,1610612756,73.0,3.0,70.0,0.296,94.0,23.0,71.0,0.381
277,33,244,51,226,226.0,19.0,207.0,0.816,47.0,12.0,35.0,0.17,4.0,2.0,2.0,0.014,32.0,5.0,27.0,0.116,77.0,6.0,71.0,0.278,1626164,2020-21,1610612756,93.0,4.0,89.0,0.336,74.0,18.0,56.0,0.267
331,41,290,60,271,271.0,23.0,248.0,0.819,56.0,17.0,39.0,0.169,4.0,1.0,3.0,0.012,58.0,8.0,50.0,0.175,83.0,9.0,74.0,0.251,1626164,2021-22,1610612756,110.0,10.0,100.0,0.332,80.0,14.0,66.0,0.242
242,25,217,32,210,210.0,15.0,195.0,0.868,27.0,8.0,19.0,0.112,5.0,2.0,3.0,0.021,35.0,5.0,30.0,0.145,70.0,7.0,63.0,0.289,1626164,2017-18,1610612756,74.0,3.0,71.0,0.306,62.0,9.0,53.0,0.256
239,46,193,47,192,192.0,24.0,168.0,0.803,43.0,19.0,24.0,0.18,4.0,3.0,1.0,0.017,23.0,10.0,13.0,0.096,74.0,9.0,65.0,0.31,1626164,2022-23,1610612756,69.0,7.0,62.0,0.289,73.0,20.0,53.0,0.305
299,54,245,57,242,242.0,36.0,206.0,0.809,52.0,14.0,38.0,0.174,5.0,4.0,1.0,0.017,29.0,4.0,25.0,0.097,70.0,12.0,58.0,0.234,1626164,2023-24,1610612756,88.0,8.0,80.0,0.294,112.0,30.0,82.0,0.375
185,27,158,36,149,149.0,18.0,131.0,0.805,35.0,8.0,27.0,0.189,1.0,1.0,0.0,0.005,22.0,4.0,18.0,0.119,50.0,5.0,45.0,0.27,1626164,2015-16,1610612756,50.0,5.0,45.0,0.27,63.0,13.0,50.0,0.341
294,28,266,41,253,253.0,18.0,235.0,0.861,40.0,9.0,31.0,0.136,1.0,1.0,0.0,0.003,40.0,3.0,37.0,0.136,74.0,5.0,69.0,0.252,1626164,2019-20,1610612756,108.0,4.0,104.0,0.367,72.0,16.0,56.0,0.245
307,96,211,133,174,174.0,34.0,140.0,0.567,118.0,51.0,67.0,0.384,15.0,11.0,4.0,0.049,104.0,36.0,68.0,0.339,141.0,36.0,105.0,0.459,1630208,2024-25,1610612756,46.0,15.0,31.0,0.15,16.0,9.0,7.0,0.052
158,51,107,69,89,89.0,12.0,77.0,0.563,54.0,25.0,29.0,0.342,15.0,14.0,1.0,0.095,61.0,23.0,38.0,0.386,73.0,22.0,51.0,0.462,1630208,2024-25,1610612766,21.0,4.0,17.0,0.133,3.0,2.0,1.0,0.019
10,4,6,5,5,5.0,2.0,3.0,0.5,5.0,2.0,3.0,0.5,0.0,0.0,0.0,0.0,4.0,1.0,3.0,0.4,5.0,3.0,2.0,0.5,1630208,2020-21,1610612766,1.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0
84,32,52,41,43,43.0,6.0,37.0,0.512,32.0,17.0,15.0,0.381,9.0,9.0,0.0,0.107,37.0,17.0,20.0,0.44,24.0,9.0,15.0,0.286,1630208,2021-22,1610612766,19.0,6.0,13.0,0.226,4.0,0.0,4.0,0.048
409,143,266,186,223,223.0,41.0,182.0,0.545,149.0,77.0,72.0,0.364,37.0,25.0,12.0,0.09,193.0,75.0,118.0,0.472,162.0,46.0,116.0,0.396,1630208,2022-23,1610612766,39.0,14.0,25.0,0.095,15.0,8.0,7.0,0.037
517,165,352,224,293,293.0,41.0,252.0,0.567,175.0,86.0,89.0,0.338,49.0,38.0,11.0,0.095,219.0,82.0,137.0,0.424,194.0,43.0,151.0,0.375,1630208,2023-24,1610612766,63.0,19.0,44.0,0.122,41.0,21.0,20.0,0.079
397,82,315,108,289,289.0,44.0,245.0,0.728,101.0,34.0,67.0,0.254,7.0,4.0,3.0,0.018,64.0,12.0,52.0,0.161,113.0,11.0,102.0,0.285,203078,2018-19,1610612764,107.0,20.0,87.0,0.27,113.0,39.0,74.0,0.285
177,34,143,47,130,130.0,13.0,117.0,0.734,41.0,17.0,24.0,0.232,6.0,4.0,2.0,0.034,23.0,5.0,18.0,0.13,61.0,10.0,51.0,0.345,203078,2024-25,1610612756,42.0,6.0,36.0,0.237,51.0,13.0,38.0,0.288
239,52,187,55,184,184.0,33.0,151.0,0.77,49.0,17.0,32.0,0.205,6.0,2.0,4.0,0.025,26.0,6.0,20.0,0.109,52.0,10.0,42.0,0.218,203078,2016-17,1610612764,64.0,3.0,61.0,0.268,97.0,33.0,64.0,0.406
283,72,211,68,215,215.0,44.0,171.0,0.76,56.0,19.0,37.0,0.198,12.0,9.0,3.0,0.042,45.0,15.0,30.0,0.159,96.0,25.0,71.0,0.339,203078,2020-21,1610612764,64.0,7.0,57.0,0.226,78.0,25.0,53.0,0.276
189,38,151,49,140,140.0,24.0,116.0,0.741,44.0,12.0,32.0,0.233,5.0,2.0,3.0,0.026,26.0,6.0,20.0,0.138,63.0,11.0,52.0,0.333,203078,2021-22,1610612764,49.0,6.0,43.0,0.259,51.0,15.0,36.0,0.27
360,61,299,77,283,283.0,34.0,249.0,0.786,65.0,17.0,48.0,0.181,12.0,10.0,2.0,0.033,48.0,8.0,40.0,0.133,96.0,12.0,84.0,0.267,203078,2017-18,1610612764,97.0,9.0,88.0,0.269,119.0,32.0,87.0,0.331
196,41,155,50,146,146.0,25.0,121.0,0.745,44.0,12.0,32.0,0.224,6.0,4.0,2.0,0.031,28.0,3.0,25.0,0.143,51.0,12.0,39.0,0.26,203078,2022-23,1610612764,53.0,2.0,51.0,0.27,64.0,24.0,40.0,0.327
219,53,166,60,159,159.0,32.0,127.0,0.726,53.0,19.0,34.0,0.242,7.0,2.0,5.0,0.032,33.0,5.0,28.0,0.151,58.0,13.0,45.0,0.265,203078,2023-24,1610612756,58.0,9.0,49.0,0.265,68.0,25.0,43.0,0.311
185,41,144,49,136,136.0,22.0,114.0,0.735,47.0,18.0,29.0,0.254,2.0,1.0,1.0,0.011,32.0,6.0,26.0,0.173,44.0,8.0,36.0,0.238,203078,2015-16,1610612764,58.0,6.0,52.0,0.314,51.0,21.0,30.0,0.276
243,52,191,60,183,183.0,31.0,152.0,0.753,54.0,18.0,36.0,0.222,6.0,3.0,3.0,0.025,32.0,13.0,19.0,0.132,72.0,11.0,61.0,0.296,203078,2019-20,1610612764,62.0,6.0,56.0,0.255,76.0,22.0,54.0,0.313
222,66,156,76,146,146.0,30.0,116.0,0.658,68.0,30.0,38.0,0.306,8.0,6.0,2.0,0.036,48.0,9.0,39.0,0.216,88.0,22.0,66.0,0.396,1642345,2024-25,1610612756,55.0,19.0,36.0,0.248,31.0,16.0,15.0,0.14
24,3,21,4,20,20.0,2.0,18.0,0.833,3.0,0.0,3.0,0.125,1.0,1.0,0.0,0.042,4.0,0.0,4.0,0.167,4.0,1.0,3.0,0.167,1628960,2018-19,1610612762,5.0,0.0,5.0,0.208,11.0,2.0,9.0,0.458
194,34,160,36,158,158.0,28.0,130.0,0.814,35.0,6.0,29.0,0.18,1.0,0.0,1.0,0.005,17.0,1.0,16.0,0.088,49.0,3.0,46.0,0.253,1628960,2024-25,1610612756,53.0,7.0,46.0,0.273,75.0,23.0,52.0,0.387
160,19,141,18,142,142.0,16.0,126.0,0.888,17.0,3.0,14.0,0.106,1.0,0.0,1.0,0.006,14.0,1.0,13.0,0.088,57.0,1.0,56.0,0.356,1628960,2020-21,1610612763,47.0,5.0,42.0,0.294,42.0,12.0,30.0,0.263
220,31,189,35,185,185.0,20.0,165.0,0.841,32.0,8.0,24.0,0.145,3.0,3.0,0.0,0.014,20.0,4.0,16.0,0.091,59.0,7.0,52.0,0.268,1628960,2021-22,1610612749,80.0,4.0,76.0,0.364,61.0,16.0,45.0,0.277
237,61,176,43,194,194.0,42.0,152.0,0.819,42.0,18.0,24.0,0.177,1.0,1.0,0.0,0.004,19.0,5.0,14.0,0.08,60.0,13.0,47.0,0.253,1628960,2022-23,1610612749,72.0,16.0,56.0,0.304,86.0,27.0,59.0,0.363
281,46,235,50,231,231.0,42.0,189.0,0.822,47.0,2.0,45.0,0.167,3.0,2.0,1.0,0.011,30.0,1.0,29.0,0.107,59.0,2.0,57.0,0.21,1628960,2023-24,1610612756,84.0,3.0,81.0,0.299,108.0,40.0,68.0,0.384
85,8,77,11,74,74.0,6.0,68.0,0.871,11.0,2.0,9.0,0.129,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.082,23.0,1.0,22.0,0.271,1628960,2019-20,1610612763,22.0,0.0,22.0,0.259,33.0,7.0,26.0,0.388
64,8,56,9,55,55.0,5.0,50.0,0.859,9.0,3.0,6.0,0.141,0.0,0.0,0.0,0.0,9.0,0.0,9.0,0.141,18.0,0.0,18.0,0.281,1627814,2018-19,1610612744,23.0,3.0,20.0,0.359,14.0,5.0,9.0,0.219
20,3,17,5,15,15.0,2.0,13.0,0.75,4.0,1.0,3.0,0.2,1.0,0.0,1.0,0.05,1.0,0.0,1.0,0.05,11.0,1.0,10.0,0.55,1627814,2024-25,1610612756,4.0,0.0,4.0,0.2,4.0,2.0,2.0,0.2
175,21,154,48,127,127.0,12.0,115.0,0.726,44.0,8.0,36.0,0.251,4.0,1.0,3.0,0.023,35.0,2.0,33.0,0.2,74.0,7.0,67.0,0.423,1627814,2020-21,1610612744,39.0,2.0,37.0,0.223,27.0,10.0,17.0,0.154
197,26,171,46,151,151.0,11.0,140.0,0.766,46.0,15.0,31.0,0.234,0.0,0.0,0.0,0.0,32.0,4.0,28.0,0.162,60.0,5.0,55.0,0.305,1627814,2021-22,1610612744,56.0,3.0,53.0,0.284,49.0,14.0,35.0,0.249
71,11,60,10,61,61.0,8.0,53.0,0.859,9.0,2.0,7.0,0.127,1.0,1.0,0.0,0.014,14.0,2.0,12.0,0.197,23.0,2.0,21.0,0.324,1627814,2017-18,1610612737,17.0,3.0,14.0,0.239,17.0,4.0,13.0,0.239
225,39,186,44,181,181.0,26.0,155.0,0.804,40.0,9.0,31.0,0.178,4.0,4.0,0.0,0.018,28.0,5.0,23.0,0.124,73.0,10.0,63.0,0.324,1627814,2022-23,1610612756,67.0,7.0,60.0,0.298,57.0,17.0,40.0,0.253
239,32,207,45,194,194.0,23.0,171.0,0.812,43.0,7.0,36.0,0.18,2.0,2.0,0.0,0.008,34.0,5.0,29.0,0.142,71.0,6.0,65.0,0.297,1627814,2019-20,1610612744,70.0,5.0,65.0,0.293,64.0,16.0,48.0,0.268
103,20,83,27,76,76.0,11.0,65.0,0.738,24.0,6.0,18.0,0.233,3.0,3.0,0.0,0.029,20.0,2.0,18.0,0.194,39.0,4.0,35.0,0.379,1629626,2024-25,1610612756,31.0,9.0,22.0,0.301,13.0,5.0,8.0,0.126
24,0,24,10,14,14.0,0.0,14.0,0.583,10.0,0.0,10.0,0.417,0.0,0.0,0.0,0.0,9.0,0.0,9.0,0.375,12.0,0.0,12.0,0.5,1629626,2020-21,1610612743,3.0,0.0,3.0,0.125,0.0,0.0,0.0,0.0
20,4,16,5,15,15.0,3.0,12.0,0.75,5.0,1.0,4.0,0.25,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.2,6.0,0.0,6.0,0.3,1629626,2021-22,1610612743,4.0,1.0,3.0,0.2,6.0,3.0,3.0,0.3
405,69,336,94,311,311.0,29.0,282.0,0.768,80.0,28.0,52.0,0.198,14.0,12.0,2.0,0.035,103.0,20.0,83.0,0.254,187.0,26.0,161.0,0.462,1629626,2022-23,1610612753,76.0,9.0,67.0,0.188,39.0,14.0,25.0,0.096
127,30,97,32,95,95.0,16.0,79.0,0.748,28.0,10.0,18.0,0.22,4.0,4.0,0.0,0.031,26.0,3.0,23.0,0.205,52.0,6.0,46.0,0.409,1629626,2023-24,1610612756,31.0,9.0,22.0,0.244,18.0,12.0,6.0,0.142
19,5,14,9,10,10.0,0.0,10.0,0.526,8.0,4.0,4.0,0.421,1.0,1.0,0.0,0.053,7.0,1.0,6.0,0.368,12.0,4.0,8.0,0.632,1629626,2019-20,1610612743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,22,56,21,57,57.0,13.0,44.0,0.731,20.0,8.0,12.0,0.256,1.0,1.0,0.0,0.013,9.0,2.0,7.0,0.115,25.0,4.0,21.0,0.321,1631221,2024-25,1610612756,25.0,7.0,18.0,0.321,19.0,9.0,10.0,0.244
21,1,20,3,18,18.0,1.0,17.0,0.857,2.0,0.0,2.0,0.095,1.0,0.0,1.0,0.048,2.0,0.0,2.0,0.095,8.0,0.0,8.0,0.381,1631221,2023-24,1610612743,6.0,0.0,6.0,0.286,5.0,1.0,4.0,0.238
13,4,9,10,3,3.0,1.0,2.0,0.231,9.0,2.0,7.0,0.692,1.0,1.0,0.0,0.077,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.308,1631102,2024-25,1610612756,6.0,1.0,5.0,0.462,3.0,1.0,2.0,0.231
5,1,4,1,4,4.0,1.0,3.0,0.8,1.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.2,1.0,0.0,1.0,0.2,1631102,2023-24,1610612749,1.0,1.0,0.0,0.2,2.0,0.0,2.0,0.4
45,2,43,5,40,40.0,0.0,40.0,0.889,5.0,2.0,3.0,0.111,0.0,0.0,0.0,0.0,4.0,1.0,3.0,0.089,5.0,0.0,5.0,0.111,1631102,2022-23,1610612745,21.0,1.0,20.0,0.467,15.0,0.0,15.0,0.333
4,0,4,1,3,3.0,0.0,3.0,0.75,1.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1641779,2024-25,1610612756,1.0,0.0,1.0,0.25,3.0,0.0,3.0,0.75
48,13,35,18,30,30.0,5.0,25.0,0.625,17.0,8.0,9.0,0.354,1.0,0.0,1.0,0.021,9.0,3.0,6.0,0.188,16.0,2.0,14.0,0.333,1628998,2024-25,1610612756,19.0,6.0,13.0,0.396,4.0,2.0,2.0,0.083
175,40,135,46,129,129.0,21.0,108.0,0.737,44.0,17.0,27.0,0.251,2.0,2.0,0.0,0.011,20.0,3.0,17.0,0.114,47.0,14.0,33.0,0.269,1628998,2024-25,1610612766,66.0,12.0,54.0,0.377,42.0,11.0,31.0,0.24
160,51,109,48,112,112.0,20.0,92.0,0.7,46.0,29.0,17.0,0.288,2.0,2.0,0.0,0.013,16.0,5.0,11.0,0.1,56.0,17.0,39.0,0.35,1628998,2020-21,1610612766,45.0,14.0,31.0,0.281,43.0,15.0,28.0,0.269
282,81,201,78,204,204.0,46.0,158.0,0.723,73.0,32.0,41.0,0.259,5.0,3.0,2.0,0.018,38.0,8.0,30.0,0.135,78.0,20.0,58.0,0.277,1628998,2021-22,1610612766,87.0,21.0,66.0,0.309,79.0,32.0,47.0,0.28
24,8,16,7,17,17.0,6.0,11.0,0.708,6.0,1.0,5.0,0.25,1.0,1.0,0.0,0.042,1.0,1.0,0.0,0.042,6.0,2.0,4.0,0.25,1628998,2022-23,1610612766,10.0,1.0,9.0,0.417,7.0,4.0,3.0,0.292
108,19,89,29,79,79.0,13.0,66.0,0.731,28.0,6.0,22.0,0.259,1.0,0.0,1.0,0.009,15.0,2.0,13.0,0.139,38.0,7.0,31.0,0.352,1628998,2023-24,1610612766,32.0,4.0,28.0,0.296,23.0,6.0,17.0,0.213
158,38,120,39,119,119.0,24.0,95.0,0.753,38.0,14.0,24.0,0.241,1.0,0.0,1.0,0.006,22.0,2.0,20.0,0.139,46.0,10.0,36.0,0.291,1628998,2019-20,1610612766,48.0,12.0,36.0,0.304,42.0,14.0,28.0,0.266
2,0,2,1,1,1.0,0.0,1.0,0.5,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,203995,2024-25,1610612756,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0
86,20,66,13,73,73.0,15.0,58.0,0.849,12.0,5.0,7.0,0.14,1.0,0.0,1.0,0.012,7.0,2.0,5.0,0.081,18.0,6.0,12.0,0.209,203995,2024-25,1610612766,29.0,7.0,22.0,0.337,32.0,5.0,27.0,0.372
59,12,47,10,49,49.0,7.0,42.0,0.831,10.0,5.0,5.0,0.169,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.051,16.0,3.0,13.0,0.271,203995,2023-24,1610612766,17.0,2.0,15.0,0.288,23.0,6.0,17.0,0.39
24,1,23,5,19,19.0,1.0,18.0,0.792,4.0,0.0,4.0,0.167,1.0,0.0,1.0,0.042,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.167,203995,2023-24,1610612760,7.0,0.0,7.0,0.292,13.0,1.0,12.0,0.542
135,23,112,10,125,125.0,20.0,105.0,0.926,9.0,2.0,7.0,0.067,1.0,1.0,0.0,0.007,10.0,2.0,8.0,0.074,24.0,4.0,20.0,0.178,1626145,2018-19,1610612750,36.0,1.0,35.0,0.267,65.0,16.0,49.0,0.481
196,40,156,19,177,177.0,35.0,142.0,0.903,19.0,5.0,14.0,0.097,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.041,24.0,2.0,22.0,0.122,1626145,2024-25,1610612756,48.0,5.0,43.0,0.245,116.0,33.0,83.0,0.592
67,10,57,6,61,61.0,8.0,53.0,0.91,6.0,2.0,4.0,0.09,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.03,8.0,2.0,6.0,0.119,1626145,2016-17,1610612750,20.0,0.0,20.0,0.299,37.0,7.0,30.0,0.552
140,21,119,11,129,129.0,18.0,111.0,0.921,11.0,3.0,8.0,0.079,0.0,0.0,0.0,0.0,11.0,1.0,10.0,0.079,31.0,1.0,30.0,0.221,1626145,2020-21,1610612763,40.0,2.0,38.0,0.286,58.0,17.0,41.0,0.414
171,17,154,13,158,158.0,15.0,143.0,0.924,13.0,2.0,11.0,0.076,0.0,0.0,0.0,0.0,17.0,0.0,17.0,0.099,37.0,1.0,36.0,0.216,1626145,2021-22,1610612763,61.0,3.0,58.0,0.357,56.0,13.0,43.0,0.327
131,16,115,16,115,115.0,13.0,102.0,0.878,14.0,2.0,12.0,0.107,2.0,1.0,1.0,0.015,10.0,1.0,9.0,0.076,22.0,0.0,22.0,0.168,1626145,2017-18,1610612750,44.0,4.0,40.0,0.336,55.0,11.0,44.0,0.42
200,28,172,15,185,185.0,23.0,162.0,0.925,14.0,4.0,10.0,0.07,1.0,1.0,0.0,0.005,18.0,2.0,16.0,0.09,48.0,3.0,45.0,0.24,1626145,2022-23,1610612763,56.0,3.0,53.0,0.28,78.0,20.0,58.0,0.39
179,20,159,11,168,168.0,18.0,150.0,0.939,11.0,2.0,9.0,0.061,0.0,0.0,0.0,0.0,8.0,1.0,7.0,0.045,25.0,3.0,22.0,0.14,1626145,2023-24,1610612764,48.0,1.0,47.0,0.268,97.0,15.0,82.0,0.542
48,7,41,5,43,43.0,6.0,37.0,0.896,5.0,1.0,4.0,0.104,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.063,11.0,1.0,10.0,0.229,1626145,2015-16,1610612750,20.0,3.0,17.0,0.417,14.0,3.0,11.0,0.292
102,9,93,10,92,92.0,7.0,85.0,0.902,10.0,2.0,8.0,0.098,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.078,26.0,3.0,23.0,0.255,1626145,2019-20,1610612763,26.0,2.0,24.0,0.255,42.0,4.0,38.0,0.412
523,165,358,201,322,322.0,57.0,265.0,0.616,167.0,77.0,90.0,0.319,34.0,31.0,3.0,0.065,191.0,69.0,122.0,0.365,203.0,49.0,154.0,0.388,203486,2018-19,1610612743,88.0,24.0,64.0,0.168,41.0,23.0,18.0,0.078
454,116,338,177,277,277.0,58.0,219.0,0.61,163.0,51.0,112.0,0.359,14.0,7.0,7.0,0.031,149.0,34.0,115.0,0.328,212.0,39.0,173.0,0.467,203486,2024-25,1610612756,63.0,23.0,40.0,0.139,30.0,20.0,10.0,0.066
174,50,124,64,110,110.0,19.0,91.0,0.632,53.0,21.0,32.0,0.305,11.0,10.0,1.0,0.063,66.0,22.0,44.0,0.379,62.0,16.0,46.0,0.356,203486,2016-17,1610612743,30.0,8.0,22.0,0.172,16.0,4.0,12.0,0.092
431,120,311,171,260,260.0,52.0,208.0,0.603,150.0,55.0,95.0,0.348,21.0,13.0,8.0,0.049,159.0,42.0,117.0,0.369,183.0,37.0,146.0,0.425,203486,2016-17,1610612757,61.0,23.0,38.0,0.142,28.0,18.0,10.0,0.065
504,139,365,178,326,326.0,61.0,265.0,0.647,157.0,61.0,96.0,0.312,21.0,17.0,4.0,0.042,208.0,58.0,150.0,0.413,205.0,43.0,162.0,0.407,203486,2020-21,1610612765,59.0,17.0,42.0,0.117,31.0,21.0,10.0,0.062
559,176,383,230,329,329.0,65.0,264.0,0.589,207.0,93.0,114.0,0.37,23.0,18.0,5.0,0.041,216.0,61.0,155.0,0.386,229.0,64.0,165.0,0.41,203486,2021-22,1610612766,77.0,26.0,51.0,0.138,37.0,25.0,12.0,0.066
389,127,262,163,226,226.0,40.0,186.0,0.581,136.0,64.0,72.0,0.35,27.0,23.0,4.0,0.069,152.0,50.0,102.0,0.391,152.0,40.0,112.0,0.391,203486,2017-18,1610612743,45.0,19.0,26.0,0.116,40.0,18.0,22.0,0.103
159,42,117,61,98,98.0,17.0,81.0,0.616,54.0,20.0,34.0,0.34,7.0,5.0,2.0,0.044,59.0,23.0,36.0,0.371,65.0,6.0,59.0,0.409,203486,2022-23,1610612746,26.0,7.0,19.0,0.164,9.0,6.0,3.0,0.057
537,186,351,256,281,281.0,48.0,233.0,0.523,217.0,102.0,115.0,0.404,39.0,36.0,3.0,0.073,222.0,93.0,129.0,0.413,220.0,51.0,169.0,0.41,203486,2022-23,1610612766,63.0,23.0,40.0,0.117,32.0,19.0,13.0,0.06
